"id","icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","geo_altitude","squawk","spi","position_source","timestamp"
154,"80164b","IGO1154 ","India","1752745091","1752745091","78.6125","28.4179","8511.54",False,"230.21","289.04","-5.2","9052.56",NULL,False,0,"2025-07-17 15:08:21.822684+05:30"
155,"80164e","AIC2628 ","India","1752745090","1752745090","72.8291","17.4367","9448.8",False,"246.51","1.55","0","10012.68",NULL,False,0,"2025-07-17 15:08:21.822684+05:30"
156,"801663","IGO2521 ","India","1752745090","1752745090","78.3995","27.9934","6408.42",False,"204.47","124.13","1.63","6743.7",NULL,False,0,"2025-07-17 15:08:21.822684+05:30"
157,"801667","AIC388  ","India","1752745090","1752745090","89.2414","20.8909","11269.98",False,"233.67","126.31","0","12031.98","0553",False,0,"2025-07-17 15:08:21.824043+05:30"
158,"801660","VTZTT   ","India","1752745090","1752745090","73.8768","17.6948","11887.2",False,"228.6","148.53","0","12618.72",NULL,False,0,"2025-07-17 15:08:21.824043+05:30"
159,"801673","AXB711  ","India","1752745090","1752745090","70.9992","17.5955","10363.2",False,"251","296.41","-0.33","10995.66",NULL,False,0,"2025-07-17 15:08:21.824043+05:30"
160,"801670","AXB2656 ","India","1752745091","1752745091","87.4269","23.1682","11582.4",False,"246.39","215.48","0","12367.26","2614",False,0,"2025-07-17 15:08:21.825321+05:30"
161,"801641","AXB1142 ","India","1752745104","1752745104","87.5585","26.0934","11277.6",False,"232.08","88.6","-0.33","12054.84","0533",False,0,"2025-07-17 15:08:33.885808+05:30"
162,"801653","GOA5502 ","India","1752745105","1752745106","77.6117","13.2442","1645.92",False,"90.6","303.42","4.88","1668.78",NULL,False,0,"2025-07-17 15:08:33.888809+05:30"
163,"80160a","IGO639P ","India","1752745106","1752745106","73.7132","17.4461","10668",False,"222.06","145.09","0","11338.56",NULL,False,0,"2025-07-17 15:08:33.889808+05:30"
164,"801616","IGO53AE ","India","1752745070","1752745075","73.1139","19.7487","9098.28",False,"234.28","351.16","5.85","9669.78",NULL,False,0,"2025-07-17 15:08:33.890808+05:30"
165,"801623","AXB1214 ","India","1752745105","1752745105","73.3891","16.046","5219.7",False,"184.74","333.36","7.8","5410.2",NULL,False,0,"2025-07-17 15:08:33.890808+05:30"
166,"80160f","IGO6595 ","India","1752744789","1752744796","73.3661","20.0343","10363.2",False,"234.98","346.97","0","11010.9",NULL,False,0,"2025-07-17 15:08:33.891808+05:30"
167,"80160d","AXB2738 ","India","1752745060","1752745077","77.9067","13.2112","1752.6",False,"89.03","236.31","-4.88","1691.64",NULL,False,0,"2025-07-17 15:08:33.89283+05:30"
168,"801627","AXB1153 ","India","1752745105","1752745105","76.868","29.0031","3048",False,"138.39","193.11","-0.65","3108.96",NULL,False,0,"2025-07-17 15:08:33.893809+05:30"
169,"801632","AKJ156C ","India","1752745106","1752745106","86.404","22.9727","9121.14",False,"208.46","91.84","-5.2","9715.5","0337",False,0,"2025-07-17 15:08:33.894807+05:30"
170,"80161d","AKJ136V ","India","1752745105","1752745105","77.5746","13.6485","4922.52",False,"185.43","333.29","9.43","5067.3",NULL,False,0,"2025-07-17 15:08:33.894807+05:30"
171,"801685","AXB1596 ","India","1752745105","1752745105","88.2109","22.5969","2964.18",False,"140.02","300.71","5.85","3017.52","1361",False,0,"2025-07-17 15:08:33.895807+05:30"
172,"80167f","AIC2465 ","India","1752745106","1752745106","77.0611","27.2983","8724.9",False,"196.14","182.1","4.55","9281.16",NULL,False,0,"2025-07-17 15:08:33.895807+05:30"
173,"801699","AXB1574 ","India","1752745105","1752745105","77.6244","13.4349","3550.92",False,"163.01","71.22","15.28","3604.26",NULL,False,0,"2025-07-17 15:08:33.896809+05:30"
174,"80164b","IGO1154 ","India","1752745106","1752745106","78.5797","28.4279","8427.72",False,"227.44","289.01","-5.85","8968.74",NULL,False,0,"2025-07-17 15:08:33.898187+05:30"
175,"80164e","AIC2628 ","India","1752745105","1752745105","72.8301","17.4701","9448.8",False,"246.5","1.44","0","10012.68",NULL,False,0,"2025-07-17 15:08:33.898688+05:30"
176,"801663","IGO2521 ","India","1752745105","1752745105","78.4257","27.9775","6492.24",False,"205.76","124.41","8.78","6827.52",NULL,False,0,"2025-07-17 15:08:33.89956+05:30"
177,"801667","AIC388  ","India","1752745105","1752745105","89.2675","20.8729","11277.6",False,"233.78","126.14","0","12031.98","0553",False,0,"2025-07-17 15:08:33.900679+05:30"
178,"801660","VTZTT   ","India","1752745105","1752745105","73.8934","17.6688","11887.2",False,"227.9","148.57","-0.33","12618.72",NULL,False,0,"2025-07-17 15:08:33.901697+05:30"
179,"801673","AXB711  ","India","1752745105","1752745105","70.9674","17.6106","10363.2",False,"251.24","296.25","0","10995.66",NULL,False,0,"2025-07-17 15:08:33.902676+05:30"
180,"801670","AXB2656 ","India","1752745105","1752745105","87.4065","23.1419","11582.4",False,"246.27","215.65","-0.33","12367.26","2614",False,0,"2025-07-17 15:08:33.902676+05:30"
181,"801641","AXB1142 ","India","1752745104","1752745104","87.5585","26.0934","11277.6",False,"232.08","88.6","-0.33","12054.84","0533",False,0,"2025-07-17 15:08:34.12107+05:30"
182,"801653","GOA5502 ","India","1752745105","1752745106","77.6117","13.2442","1645.92",False,"90.6","303.42","4.88","1668.78",NULL,False,0,"2025-07-17 15:08:34.124071+05:30"
183,"80160a","IGO639P ","India","1752745106","1752745106","73.7132","17.4461","10668",False,"222.06","145.09","0","11338.56",NULL,False,0,"2025-07-17 15:08:34.125408+05:30"
184,"801616","IGO53AE ","India","1752745070","1752745075","73.1139","19.7487","9098.28",False,"234.28","351.16","5.85","9669.78",NULL,False,0,"2025-07-17 15:08:34.125408+05:30"
185,"801623","AXB1214 ","India","1752745105","1752745105","73.3891","16.046","5219.7",False,"184.74","333.36","7.8","5410.2",NULL,False,0,"2025-07-17 15:08:34.126537+05:30"
186,"80160f","IGO6595 ","India","1752744789","1752744796","73.3661","20.0343","10363.2",False,"234.98","346.97","0","11010.9",NULL,False,0,"2025-07-17 15:08:34.126537+05:30"
187,"80160d","AXB2738 ","India","1752745060","1752745077","77.9067","13.2112","1752.6",False,"89.03","236.31","-4.88","1691.64",NULL,False,0,"2025-07-17 15:08:34.127537+05:30"
188,"801627","AXB1153 ","India","1752745105","1752745105","76.868","29.0031","3048",False,"138.39","193.11","-0.65","3108.96",NULL,False,0,"2025-07-17 15:08:34.127537+05:30"
189,"801632","AKJ156C ","India","1752745106","1752745106","86.404","22.9727","9121.14",False,"208.46","91.84","-5.2","9715.5","0337",False,0,"2025-07-17 15:08:34.127537+05:30"
190,"80161d","AKJ136V ","India","1752745105","1752745105","77.5746","13.6485","4922.52",False,"185.43","333.29","9.43","5067.3",NULL,False,0,"2025-07-17 15:08:34.128536+05:30"
191,"801685","AXB1596 ","India","1752745105","1752745105","88.2109","22.5969","2964.18",False,"140.02","300.71","5.85","3017.52","1361",False,0,"2025-07-17 15:08:34.128536+05:30"
192,"80167f","AIC2465 ","India","1752745106","1752745106","77.0611","27.2983","8724.9",False,"196.14","182.1","4.55","9281.16",NULL,False,0,"2025-07-17 15:08:34.128536+05:30"
193,"801699","AXB1574 ","India","1752745105","1752745105","77.6244","13.4349","3550.92",False,"163.01","71.22","15.28","3604.26",NULL,False,0,"2025-07-17 15:08:34.129537+05:30"
194,"80164b","IGO1154 ","India","1752745106","1752745106","78.5797","28.4279","8427.72",False,"227.44","289.01","-5.85","8968.74",NULL,False,0,"2025-07-17 15:08:34.129537+05:30"
195,"80164e","AIC2628 ","India","1752745105","1752745105","72.8301","17.4701","9448.8",False,"246.5","1.44","0","10012.68",NULL,False,0,"2025-07-17 15:08:34.131271+05:30"
196,"801663","IGO2521 ","India","1752745105","1752745105","78.4257","27.9775","6492.24",False,"205.76","124.41","8.78","6827.52",NULL,False,0,"2025-07-17 15:08:34.131271+05:30"
197,"801667","AIC388  ","India","1752745105","1752745105","89.2675","20.8729","11277.6",False,"233.78","126.14","0","12031.98","0553",False,0,"2025-07-17 15:08:34.132291+05:30"
198,"801660","VTZTT   ","India","1752745105","1752745105","73.8934","17.6688","11887.2",False,"227.9","148.57","-0.33","12618.72",NULL,False,0,"2025-07-17 15:08:34.1334+05:30"
199,"801673","AXB711  ","India","1752745105","1752745105","70.9674","17.6106","10363.2",False,"251.24","296.25","0","10995.66",NULL,False,0,"2025-07-17 15:08:34.134613+05:30"
200,"801670","AXB2656 ","India","1752745105","1752745105","87.4065","23.1419","11582.4",False,"246.27","215.65","-0.33","12367.26","2614",False,0,"2025-07-17 15:08:34.134613+05:30"
201,"801641","AXB1142 ","India","1752745113","1752745113","87.5787","26.0938","11277.6",False,"232.59","88.73","0.33","12054.84","0533",False,0,"2025-07-17 15:08:46.563721+05:30"
202,"801653","GOA5502 ","India","1752745113","1752745113","77.6059","13.2479","1691.64",False,"90.47","302.7","4.88","1714.5",NULL,False,0,"2025-07-17 15:08:46.582087+05:30"
203,"80160a","IGO639P ","India","1752745113","1752745113","73.7222","17.4338","10668",False,"222.36","144.99","0.33","11338.56",NULL,False,0,"2025-07-17 15:08:46.582087+05:30"
204,"801616","IGO53AE ","India","1752745070","1752745075","73.1139","19.7487","9098.28",False,"234.28","351.16","5.85","9669.78",NULL,False,0,"2025-07-17 15:08:46.591098+05:30"
205,"801623","AXB1214 ","India","1752745113","1752745113","73.383","16.0576","5288.28",False,"185.43","333.29","7.8","5471.16",NULL,False,0,"2025-07-17 15:08:46.592179+05:30"
206,"80160d","AXB2738 ","India","1752745060","1752745077","77.9067","13.2112","1752.6",False,"89.03","236.31","-4.88","1691.64",NULL,False,0,"2025-07-17 15:08:46.592179+05:30"
207,"801627","AXB1153 ","India","1752745113","1752745113","76.8655","28.9934","3040.38",False,"134.77","193.24","0","3101.34",NULL,False,0,"2025-07-17 15:08:46.59317+05:30"
208,"801632","AKJ156C ","India","1752745114","1752745114","86.4203","22.9722","9075.42",False,"208.47","91.98","-6.83","9662.16","0337",False,0,"2025-07-17 15:08:46.594086+05:30"
209,"80161d","AKJ136V ","India","1752745113","1752745113","77.5686","13.6601","4998.72",False,"185.89","333.36","10.4","5128.26",NULL,False,0,"2025-07-17 15:08:46.594086+05:30"
210,"801685","AXB1596 ","India","1752745113","1752745113","88.201","22.6024","3009.9",False,"145.49","301.55","4.88","3063.24","1361",False,0,"2025-07-17 15:08:46.594086+05:30"
211,"80167f","AIC2465 ","India","1752745114","1752745114","77.0605","27.2842","8770.62",False,"196.16","182.25","7.8","9326.88",NULL,False,0,"2025-07-17 15:08:46.594086+05:30"
212,"801699","AXB1574 ","India","1752745112","1752745112","77.6342","13.4382","3665.22",False,"160.58","70.93","15.93","3733.8",NULL,False,0,"2025-07-17 15:08:46.594086+05:30"
213,"80164b","IGO1154 ","India","1752745113","1752745113","78.5639","28.4328","8389.62",False,"225.81","289.01","-5.2","8923.02",NULL,False,0,"2025-07-17 15:08:46.594086+05:30"
214,"80164e","AIC2628 ","India","1752745113","1752745113","72.8305","17.4884","9448.8",False,"247.01","1.43","0","10012.68",NULL,False,0,"2025-07-17 15:08:46.594086+05:30"
215,"801663","IGO2521 ","India","1752745113","1752745113","78.4388","27.9695","6553.2",False,"205.76","124.41","9.75","6896.1",NULL,False,0,"2025-07-17 15:08:46.598947+05:30"
216,"801667","AIC388  ","India","1752745112","1752745113","89.2805","20.8641","11277.6",False,"233.67","126.31","0","12031.98","0553",False,0,"2025-07-17 15:08:46.598947+05:30"
217,"801660","VTZTT   ","India","1752745113","1752745113","73.9023","17.6547","11887.2",False,"227.46","148.5","-0.65","12618.72",NULL,False,0,"2025-07-17 15:08:46.598947+05:30"
218,"801673","AXB711  ","India","1752745113","1752745113","70.9501","17.6188","10363.2",False,"251.24","296.25","0","10995.66",NULL,False,0,"2025-07-17 15:08:46.598947+05:30"
219,"801670","AXB2656 ","India","1752745114","1752745114","87.3946","23.1266","11582.4",False,"246.57","215.75","0","12367.26","2614",False,0,"2025-07-17 15:08:46.598947+05:30"
220,"80168a","AXB1199 ","India","1752745114","1752745114","77.566","28.1107","5242.56",False,"170.94","117.03","7.48","5463.54",NULL,False,0,"2025-07-17 15:08:46.598947+05:30"
221,"801641","AXB1142 ","India","1752745113","1752745113","87.5787","26.0938","11277.6",False,"232.59","88.73","0.33","12054.84","0533",False,0,"2025-07-17 15:08:47.557463+05:30"
222,"801653","GOA5502 ","India","1752745113","1752745113","77.6059","13.2479","1691.64",False,"90.47","302.7","4.88","1714.5",NULL,False,0,"2025-07-17 15:08:47.561464+05:30"
223,"80160a","IGO639P ","India","1752745113","1752745113","73.7222","17.4338","10668",False,"222.36","144.99","0.33","11338.56",NULL,False,0,"2025-07-17 15:08:47.562465+05:30"
224,"801616","IGO53AE ","India","1752745070","1752745075","73.1139","19.7487","9098.28",False,"234.28","351.16","5.85","9669.78",NULL,False,0,"2025-07-17 15:08:47.563471+05:30"
225,"801623","AXB1214 ","India","1752745113","1752745113","73.383","16.0576","5288.28",False,"185.43","333.29","7.8","5471.16",NULL,False,0,"2025-07-17 15:08:47.564462+05:30"
226,"80160d","AXB2738 ","India","1752745060","1752745077","77.9067","13.2112","1752.6",False,"89.03","236.31","-4.88","1691.64",NULL,False,0,"2025-07-17 15:08:47.565461+05:30"
227,"801627","AXB1153 ","India","1752745113","1752745113","76.8655","28.9934","3040.38",False,"134.77","193.24","0","3101.34",NULL,False,0,"2025-07-17 15:08:47.565461+05:30"
228,"801632","AKJ156C ","India","1752745114","1752745114","86.4203","22.9722","9075.42",False,"208.47","91.98","-6.83","9662.16","0337",False,0,"2025-07-17 15:08:47.566465+05:30"
229,"80161d","AKJ136V ","India","1752745113","1752745113","77.5686","13.6601","4998.72",False,"185.89","333.36","10.4","5128.26",NULL,False,0,"2025-07-17 15:08:47.567464+05:30"
230,"801685","AXB1596 ","India","1752745113","1752745113","88.201","22.6024","3009.9",False,"145.49","301.55","4.88","3063.24","1361",False,0,"2025-07-17 15:08:47.568468+05:30"
231,"80167f","AIC2465 ","India","1752745114","1752745114","77.0605","27.2842","8770.62",False,"196.16","182.25","7.8","9326.88",NULL,False,0,"2025-07-17 15:08:47.569834+05:30"
232,"801699","AXB1574 ","India","1752745112","1752745112","77.6342","13.4382","3665.22",False,"160.58","70.93","15.93","3733.8",NULL,False,0,"2025-07-17 15:08:47.570841+05:30"
233,"80164b","IGO1154 ","India","1752745113","1752745113","78.5639","28.4328","8389.62",False,"225.81","289.01","-5.2","8923.02",NULL,False,0,"2025-07-17 15:08:47.57284+05:30"
234,"80164e","AIC2628 ","India","1752745113","1752745113","72.8305","17.4884","9448.8",False,"247.01","1.43","0","10012.68",NULL,False,0,"2025-07-17 15:08:47.573842+05:30"
235,"801663","IGO2521 ","India","1752745113","1752745113","78.4388","27.9695","6553.2",False,"205.76","124.41","9.75","6896.1",NULL,False,0,"2025-07-17 15:08:47.573842+05:30"
236,"801667","AIC388  ","India","1752745112","1752745113","89.2805","20.8641","11277.6",False,"233.67","126.31","0","12031.98","0553",False,0,"2025-07-17 15:08:47.574837+05:30"
237,"801660","VTZTT   ","India","1752745113","1752745113","73.9023","17.6547","11887.2",False,"227.46","148.5","-0.65","12618.72",NULL,False,0,"2025-07-17 15:08:47.57584+05:30"
238,"801673","AXB711  ","India","1752745113","1752745113","70.9501","17.6188","10363.2",False,"251.24","296.25","0","10995.66",NULL,False,0,"2025-07-17 15:08:47.57584+05:30"
239,"801670","AXB2656 ","India","1752745114","1752745114","87.3946","23.1266","11582.4",False,"246.57","215.75","0","12367.26","2614",False,0,"2025-07-17 15:08:47.57684+05:30"
240,"80168a","AXB1199 ","India","1752745114","1752745114","77.566","28.1107","5242.56",False,"170.94","117.03","7.48","5463.54",NULL,False,0,"2025-07-17 15:08:47.577835+05:30"
241,"801641","AXB1142 ","India","1752745132","1752745132","87.6218","26.0947","11277.6",False,"232.6","88.61","-0.33","12054.84","0533",False,0,"2025-07-17 15:08:58.700372+05:30"
242,"801653","GOA5502 ","India","1752745133","1752745133","77.5924","13.2563","1798.32",False,"89.33","302.77","5.2","1821.18",NULL,False,0,"2025-07-17 15:08:58.708843+05:30"
243,"80160a","IGO639P ","India","1752745132","1752745132","73.745","17.4026","10668",False,"222.78","145.06","0","11338.56",NULL,False,0,"2025-07-17 15:08:58.711318+05:30"
244,"801616","IGO53AE ","India","1752745070","1752745117","73.1139","19.7487","9098.28",False,"235.38","351.07","5.85","9692.64",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
245,"801623","AXB1214 ","India","1752745130","1752745130","73.3693","16.0839","5402.58",False,"187.5","333.43","6.5","5600.7",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
246,"80160d","AXB2738 ","India","1752745060","1752745077","77.9067","13.2112","1752.6",False,"89.03","236.31","-4.88","1691.64",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
247,"80161c","","India","1752745131","1752745131","75.4884","11.7729","6659.88",False,"187.87","312.56","7.15","6949.44",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
248,"801627","AXB1153 ","India","1752745131","1752745132","76.86","28.9727","3048",False,"129.4","193.1","0","3108.96",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
249,"801632","AKJ156C ","India","1752745133","1752745133","86.4582","22.971","8915.4",False,"206.95","92.14","-8.78","9494.52","0337",False,0,"2025-07-17 15:08:58.71295+05:30"
250,"80161d","AKJ136V ","India","1752745129","1752745129","77.5556","13.6853","5128.26",False,"187.51","333.08","6.5","5234.94",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
251,"801685","AXB1596 ","India","1752745132","1752745132","88.1791","22.618","3162.3",False,"153.47","309.56","9.1","3230.88","1361",False,0,"2025-07-17 15:08:58.71295+05:30"
252,"80167f","AIC2465 ","India","1752745132","1752745133","77.0589","27.2514","8900.16",False,"195.22","182.87","6.5","9479.28",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
253,"801699","AXB1574 ","India","1752745132","1752745132","77.6622","13.4477","3901.44",False,"159.44","70.98","9.75","3977.64",NULL,False,0,"2025-07-17 15:08:58.71295+05:30"
254,"80164b","IGO1154 ","India","1752745133","1752745133","78.521","28.4458","8290.56",False,"224.19","289.02","-5.85","8816.34",NULL,False,0,"2025-07-17 15:08:58.727646+05:30"
255,"80164e","AIC2628 ","India","1752745131","1752745132","72.8317","17.5294","9448.8",False,"247.01","1.43","0","10012.68",NULL,False,0,"2025-07-17 15:08:58.728714+05:30"
